File,Satisfiable,Time (s)
29ab150158d641568f888e8401d2ac13-bmc_QICE_snp_vld_30.out,UNSATISFIABLE,601.75
96a6796405061571e12d383efe27b703-WS_500_16_70_10.apx_1_DC-ST.out,UNSATISFIABLE,367.73
0d3fcbb89bfb8e821058ba3ea4284de1-j3045_10_gmto_b.out,SATISFIABLE,379.38
4517202fdd0ccc8a97d83684b021ea96-VanDerWaerden_2-3-14_186.out,UNKNOWN,3580.77
a6ed647f85f20be4aedd1e9ce31cbdcd-1-ET-256-K-55.sanitized.out,UNKNOWN,3583.2
0cfe9c90d3a51435a5e4dba7634b882f-g2-ak128boothbg2msisc.out,SATISFIABLE,0.62
9e6c2e7b0d6f58e449716deb9305525a-circuit_32in32out_with_96gates_7in7out_dist128_seed1.sanitized.out,SATISFIABLE,446.02
fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1.out,UNSATISFIABLE,1242.62
b8f5fc2425facb3aec52a665f32a500c-asconhashv12_opt64_H6_M2-PgbpwX_m0_4_U1.c.out,UNSATISFIABLE,205.07
3129198788f182ce6955b18aa3c7e61e-simon-r24-1.sanitized.out,SATISFIABLE,0.01
475803537529d9d14a034957f48a6d38-x9-09076.sat.sanitized.out,UNSATISFIABLE,31.81
84c6d7e4a18aacf166105aaa3cd6e3de-128_100.sanitized.out,SATISFIABLE,346.51
0fa8623240b5c14c1308f863a6dc88ab-urqh1c5x5.shuffled-as.sat03-1468.cnf.mis-103.debugged.out,UNKNOWN,3584.4
59825ed96dc3bbdbd8789a4870b323ec-hcp_CP18_18.out,SATISFIABLE,1442.06
63732c330adb8de8dd47ce1693b86d0e-FmlaEquivChain_4_8_8.sanitized.out,UNKNOWN,3580.6
778e0fd8f034b7cfd539b1b523ed4c4a-lec_mult_CvW_12x12.sanitized.out,UNKNOWN,3582.96
479b1413f8bd1d6fc0723856ffca9792-constraints_18_0.4_2.sanitized.out,UNSATISFIABLE,682.05
385042a6042a0df5ddfec6e17f285ae7-lec_mult_CvD_11x11.sanitized.out,UNSATISFIABLE,770.92
14ea5857d75ae2b235a3ba97373ea732-af-synthesis_stb_50_40_9_unsat.out,UNSATISFIABLE,2079.19
cccee4b0d4c70a5d5422663e2d8887da-1-ET-512-K-96.sanitized.out,UNKNOWN,3583.45
207b28c3cefc55b143259222cbfd4962-pcmax-scheduling-m37-28831-324346-SAT.sanitized.out,UNKNOWN,3583.06
aceab5a3452e2901e645065bda3e8847-lru_8.sanitized.out,SATISFIABLE,64.92
91e0db01b254eb78f6643328045bfeb9-sted5_0x1e3-20.out,UNKNOWN,3582.1
c214f1eb2576af00e3fb09f7d0305764-64_150.sanitized.out,SATISFIABLE,219.87
fa5c6d6736a42650656c5bc018413254-bphp_p23_h22.sanitized.out,UNKNOWN,3588.05
8942dca5dc0876fc3f723f738d72de1c-circuit_32in32out_with_64gates_8in6out_dist128_seed2.sanitized.out,SATISFIABLE,121.95
576ebc1333f2c466c2dec98792721e1f-j3037_9_rggt_b.out,SATISFIABLE,255.64
792495b57d6145fd21d7076eab2ab06a-grs-64-64.out,UNSATISFIABLE,1128.01
6a674acad2aeac729ecb39ad9e4a2298-1-ZC-1024-K-116.sanitized.out,UNKNOWN,3582.84
2b60f9be1439f63b7f174c6b8ca7fedf-sgen1-unsat-121-100.out,UNKNOWN,3583.76
4be4ae25aae88528bc10f8369bba86df-ER_400_20_4.apx_1_DC-AD.out,UNSATISFIABLE,360.12
c69c5163c9087ffe770743bd4cdafcc9-tseitin_d3_n162.sanitized.out,UNKNOWN,3586.83
ecca77b5350eca6a4323edd5b38208c6-004.out,SATISFIABLE,47.99
ff9e9b01d50d01ecb6740472d7dd36cd-1-ZC-512-K-61.sanitized.out,SATISFIABLE,997.53
07c50b89d97a55b6e1629999a445a2ba-ctl_4201_555_unsat_pre.out,UNSATISFIABLE,1663.69
9dcbf221b8d2bb01f30bcca283f3608d-EDP3-11000.out,SATISFIABLE,41.19
1e0da402100982e53001a64281149dd9-linked_list_swap_contents_safety_unwind63.out,UNSATISFIABLE,137.23
210fe1c0ffefde5bcd03d59b1efa6984-32_325.sanitized.out,SATISFIABLE,256.09
462d72f9b78ab1cd080667ff12a114ac-lec_mult_CvK_12x12.sanitized.out,UNKNOWN,3584.21
1156429862d3c03160406d6d1a786f11-rphp_p8_r170.sanitized.out,UNKNOWN,3587.26
26b648475cfd06695a17ac95f4469744-128_75.sanitized.out,SATISFIABLE,258.6
d02fae1e84cfbe799c792ba237f08f66-exam_flat_0.04_2018_3.out,SATISFIABLE,556.16
d195412a62cdcbb851136f60af76f463-x9-09098.sat.sanitized.out,UNSATISFIABLE,49.13
0876c518e5653369e20fb1ee0bb8db40-mp1-klieber2017s-0500-023-t12.out,SATISFIABLE,121.58
9cd3acdb765c15163bc239ae3a57f880-FmlaEquivChain_4_6_6.sanitized.out,UNSATISFIABLE,22.54
5865fb9a6575d2ae6542c36ab96646a9-x9-11088.sat.sanitized.out,SATISFIABLE,72.33
2b8a711debc3a6edd01e7b4e305342d9-REGRandom-K4-L2-Seed35.sanitized.out,UNSATISFIABLE,2189.98
7b9d8b9b31b530effd634f5a8f1f4411-stb_531_83.apx_2_DC-ST.out,UNSATISFIABLE,242.49
ab3438b504b296fcee78ec9e71969863-mdp-36-14-sat.out,UNKNOWN,3582.93
b4b41b2ff14427e5715cb9bee06d4602-constraints_17_0.3_2.sanitized.out,UNSATISFIABLE,86.8
46d75199933980fdb856f13e5b1817dd-1-TC-256-K-64.sanitized.out,UNKNOWN,3582.71
ee57608ea4b74f25aebca809d59711c9-oisc-subrv-sll-nested-13.out,UNKNOWN,3582.79
70ef2b6bdc4101a0e35cf3d165571fe3-qwh.50.1250.shuffled-as.sat03-1655.out,SATISFIABLE,12.48
7e1d279559b202016e5797901e731a39-simon-r25-0.sanitized.out,SATISFIABLE,0.0
ef330d1b144055436a2d576601191ea5-crn_11_99_u.out,UNSATISFIABLE,124.99
a58b8a5eb61d3110d9fa36a03de588d2-stb_495_168.apx_1_DC-AD.out,UNSATISFIABLE,228.8
aa39c6d885d283a085d033ab7b89f8c8-urq45.out,UNSATISFIABLE,678.7
e85e793a66a2c9d390f40acf29a5346b-1-ET-512-K-110.sanitized.out,UNKNOWN,3585.3
c6e03256680b96b52e3345a497333c2b-hwb-n24-02-S786928571.shuffled-as.sat03-1618.out,UNSATISFIABLE,182.15
bd19da88800086971e554e9d66bc641d-stb_588_138.apx_1_DC-ST.out,UNSATISFIABLE,199.3
396fd56f3fd7b85afbba4254ea6e746c-circuit_32in32out_with_80gates_7in7out_dist128_seed1.sanitized.out,SATISFIABLE,617.2
5a068ba62fe30e435a76e2ec80896ef4-ITC2021_Middle_1.xml.out,UNKNOWN,3582.94
ef16970ab9da31165d3c401ff9b29168-Folkman-185-152478531.sanitized.out,SATISFIABLE,221.57
e84b00b1f134e0e071a2baf54cfc90e8-ER_400_20_4.apx_2_DC-ST.out,UNSATISFIABLE,245.4
bd8bc25be2b36c64b38459c17e815814-pcmax-scheduling-m11-1517-6802-UNSAT.sanitized.out,UNSATISFIABLE,51.85
8b31606e10656ff7eb2936262b647443-stable-300-0.1-20-98765432130020.out,SATISFIABLE,85.01
0e5ffe8651c6d9c3cccc3f6cb72be39a-g2-test_v5_r10_vr10_c1_s21502.smt2-cvc4.out,UNSATISFIABLE,2392.26
3c6e1d1c4b8d3d08aa4c1df3805f4f7d-x9-10031.sat.sanitized.out,UNSATISFIABLE,180.41
c801a020a6c8bc3c287fea495203b114-worker_20_40_20_0.95.out,SATISFIABLE,0.14
fb0e505b8bd19a34f1f80b8e020e7856-constraints_17_0.4_2.sanitized.out,UNSATISFIABLE,110.95
c73edc350cfa8e07af58db50054aea45-noL-11-12.sanitized.out,SATISFIABLE,222.78
7083b70c1976162e2693d7a493717ffd-battleship-14-26-sat.out,SATISFIABLE,1.89
0ac5ff376b826f68d384ba05a1d00de0-sokoban-p20.sas.cr.33.out,UNKNOWN,3582.12
79b9e24dd9af185dbec18c9b0a32b1e2-g2-slp-synthesis-aes-top30.out,SATISFIABLE,66.38
d1940d3d830eb16a7d2270ca4af4acba-mdp-28-11-sat.out,SATISFIABLE,507.71
37ca184832fc6fa43a22ae900f1756a2-circuit_32in32out_with_350gates_6in6out_dist64_seed1.sanitized.out,SATISFIABLE,102.02
1548977b4e27032fe07cda357782cd6a-mdp-28-14-unsat.out,UNSATISFIABLE,1527.95
1a20d903db74ab566efc68a35e6b0ec5-hwmcc20miters-iso-rast-p11.sanitized.out,UNSATISFIABLE,0.36
573cc82ec61e01fd6e6308493ee56289-linked_list_swap_contents_safety_unwind80.out,UNSATISFIABLE,165.84
f296fe701a562022c0de0cf565fbca7d-x9-08014.sat.sanitized.out,UNSATISFIABLE,16.11
e2deb375e56da2360ecd08fc1179fb7d-circuit_48in24out_with_100gates_7in7out_dist128_seed1.sanitized.out,SATISFIABLE,154.54
195852083a05edee1902233698eec14a-x9-11077.sat.sanitized.out,SATISFIABLE,4.88
dd57f6ebf07a7f932a82bed1877788e6-lec_mult_KvW_10x10.sanitized.out,UNSATISFIABLE,219.91
7fb202a51c0223f3119887a57086ca4d-x9-09051.sat.sanitized.out,UNSATISFIABLE,39.2
425c81fc3af7f5124b6282583d80df11-mdp-32-12-unsat.out,UNKNOWN,3585.92
7b48f9354d25521bd542d859c0ecdde9-hwmcc17miters-xits-iso-oski15a08b00s.sanitized.out,UNSATISFIABLE,8.44
09c1b79b1cfe3522364fe60aef780703-x9-12092.sat.sanitized.out,SATISFIABLE,278.83
1545660e72158c7e90da5ad4c877a124-hwmcc20miters-iso-rast-p06.sanitized.out,UNSATISFIABLE,0.26
67c533489a498495525efee429340958-cliquecolouring_n15_k9_c8.sanitized.out,UNKNOWN,3584.88
5432e4dd44480fadbd66647db1750c80-pcmax-scheduling-m24-24102-255206-SAT.sanitized.out,UNKNOWN,3581.54
8e720686372c5037f30b4fc7b1c71d48-constraints_17_0.4_1.sanitized.out,SATISFIABLE,39.98
22b4cf412c811872d6ba5078106aeb6c-j3037_10_rggt_b.out,SATISFIABLE,7.39
278aa933fdef642f33fb02a2b18717c1-lec_mult_DvK_11x10.sanitized.out,UNSATISFIABLE,512.42
ac347c21ca0759079c0be9a758e4e924-cliquecolouring_n41_k5_c4.sanitized.out,UNKNOWN,3584.05
71ec94c233016219e12d671594dc88e5-circuit_32in32out_with_70gates_7in7out_dist128_seed1.sanitized.out,SATISFIABLE,169.59
a917b02a7c31e74c8ccf8b8f001abf37-1-ZC-512-K-67.sanitized.out,UNKNOWN,3583.56
6543793076c30fc7cdfa5a3c819cedc7-oisc-subrv-sll-nested-11.out,UNSATISFIABLE,2567.32
24bdfb34654b1aa703fae31ea91e7c7f-tseitin_d3_n158.sanitized.out,UNKNOWN,3587.51
e99e266b422513a2898c13898a1de501-rbsat-v760c43649gyes9.out,SATISFIABLE,30.01
18c0eb461bda29214bd43b84199a3b61-cliquecolouring_n31_k5_c4.sanitized.out,UNKNOWN,3583.0
52aaf653a79ca14fa1127cda32aa94ce-noL-11-10.sanitized.out,SATISFIABLE,204.14
61069e0e3339af80000b774a041b7d96-constraints_18_0.3_2.sanitized.out,UNSATISFIABLE,692.32
e067414e153ee98a7842bd6d6dafeee5-af-synthesis_stb_50_200_0_sat.out,SATISFIABLE,268.16
09d7add3bf3b75c5d1023a92e752989a-Break_unsat_04_03.xml.out,UNSATISFIABLE,0.02
db15a85651e0d941a11bf8640625edd8-mdp-32-11-sat.out,UNKNOWN,3585.48
3184e52e950ac39095a801c418f68d50-mdp-28-10-unsat.out,UNSATISFIABLE,859.77
695e287a447fcdd924985a6e73057a38-rbsat-v1150c84314gyes1.out,UNKNOWN,3583.79
1f44da3598ccf8bcbe9a90fb1b2f1ebd-REGRandom-K3-L3-Seed25.sanitized.out,UNSATISFIABLE,2.12
11cc532ecddfb10a47e0a869b4867c1b-Break_triple_20_36.xml.out,UNKNOWN,3582.77
f746dae2050dd4aa48bcd53e8bd897b4-ex065_25.out,UNKNOWN,3585.06
096e485489025895cdc59887baafa08b-test_v7_r17_vr5_c1_s25451.smt2-cvc4.out,UNKNOWN,3582.77
02e4f23ed59566d343b605dc2cc30a01-REGRandom-K4-L3-Seed40.sanitized.out,UNKNOWN,3583.93
d7dbb2cba940af33b2bce37ea99b8110-6s130-opt.out,UNSATISFIABLE,484.67
7ac7fabd8c078aea420087a0c80e5563-circuit_32in32out_with_400gates_6in6out_dist64_seed1.sanitized.out,SATISFIABLE,188.37
bfadd34e71516e95d0ba2a3a8fb2ba03-pcmax-scheduling-m19-10199-62102-UNSAT.sanitized.out,UNKNOWN,3582.89
77b7f7bbf75faaee28f473b9941de103-Folkman-185-19924337.sanitized.out,SATISFIABLE,335.16
23daec2c71ce3c1e346e6042f3dc42eb-mdp-32-14-unsat.out,UNKNOWN,3585.33
334aa882de28856fc8c75885285d2a3c-HCP-446-105.out,UNKNOWN,3583.83
b087c195e5b7bb191d3a701aa0aa8cf1-Break_unsat_14_23.xml.out,UNKNOWN,3582.42
bbfe2b27182d2ee7fefdb557f458ac9c-cliquecolouring_n21_k6_c5.sanitized.out,UNKNOWN,3583.63
6077d4e5f755124ddc84068d6ccb630f-Nb44T6.out,UNKNOWN,3580.56
16ca57f2cdffd5b0260fc771017e1f04-mdp-36-10-unsat.out,UNKNOWN,3584.2
cdd131110acc861a5a01fae6c4936c91-6g_6color_366_050_04.out,SATISFIABLE,896.0
aa9b67fd19d54ad51b93ee4ba5dc75fc-x9-10002.sat.sanitized.out,UNSATISFIABLE,149.14
a9cb77454c6cfdf4092fb304d3aae8b7-mdp-32-16-sat.out,SATISFIABLE,325.12
2a15a30186afdad41a49c5c5366d01be-Timetable_C_392_E_62_Cl_26_S_28.out,SATISFIABLE,25.93
a5419a63d913bde0ba5bcd8a8571342f-asconhashv12_opt64_H11_M2-tBi5i1RIgRz_m0_1_U23.c.out,UNSATISFIABLE,632.24
eddd68e14d69cce7190b99f4e7abdafb-x9-10098.sat.sanitized.out,SATISFIABLE,16.36
4e366e723d75fe39bf6db9a24ffb059b-Dodecahedron-k7.out,UNKNOWN,3582.4
be6411f4784a3c879886dda807cdc607-j3037_10_mdd_b.out,SATISFIABLE,88.08
f8443057c188f6c9cfb711ff3d4aa6ff-constraints_17_0.5_2.sanitized.out,UNSATISFIABLE,127.38
170b13af977e962321c493544b2bd0a9-circuit_48in64out_with_800gates_4in4out_dist128_seed4.sanitized.out,SATISFIABLE,108.44
8b91c5bf4dfd87ffb46c5ef88a3ef1cd-lec_mult_DvW_12x11.sanitized.out,UNKNOWN,3583.94
5e1c11b77cdf3717b81b957120f0f477-x9-12001.sat.sanitized.out,SATISFIABLE,18.81
f16b7329ef5728f722c291156b3b098e-af-synthesis_stb_50_100_9_unsat.out,UNSATISFIABLE,1010.73
1427381a809c64c721838894ece6756d-shuffling-2-s25242449-of-bench-sat04-727.used-as.sat04-753.out,SATISFIABLE,497.68
d40a68825bdbcdd7642b249325a7b6a2-Folkman-180-5383714.sanitized.out,SATISFIABLE,68.23
dcf5b8224d1e0748871c83ee10067255-2dlx_ca_bp_f_liveness.out,UNKNOWN,3582.22
af750c18578d52e60472315692ad83c0-si2-b03m-m800-03.out,SATISFIABLE,9.07
04e219c640ed59dc68ea2d50493de5b5-mp1-Nb5T15.out,SATISFIABLE,61.73
7f2b4b2bde9b866b93fbfe01341213da-asconhashv12_opt64_H5_M2-xEJ8F_m0_3_U5.c.out,UNSATISFIABLE,259.09
50019e4419d48196bb4b95933a8b5030-noL-11-14.sanitized.out,SATISFIABLE,52.3
303480ca7e8322d771c94caf4ebd4e95-circuit_48in64out_with_700gates_4in4out_dist128_seed1.sanitized.out,SATISFIABLE,13.38
973d699ec01b88da869233a79aaa1912-cliquecolouring_n13_k9_c8.sanitized.out,UNKNOWN,3585.28
b11374f7fe60b9a63fbfde24b1a0a439-stb_418_125.apx_2_DC-AD.out,UNSATISFIABLE,1037.96
29d86d9a3b85c349e10ad68d7a713da2-1-ZC-512-K-63.sanitized.out,UNKNOWN,3583.3
72c0d81e16d91bcaed808efcde2e5069-Folkman-175-1251868.sanitized.out,SATISFIABLE,105.97
d7f2e4ec8e631387c928c79e1054c663-stb_418_125.apx_1_DC-AD.out,UNSATISFIABLE,1172.89
cd33a862b81ba7b887845d3510c41c62-MASG0_72_keystream76_0.out,SATISFIABLE,3148.07
2b032f8a8976a302ad125eb50a3e8445-1-ZC-512-K-60.sanitized.out,SATISFIABLE,484.61
2a53e9c6a25a50d753a94ead66065826-mp1-ps_5000_21250_3_0_0.8_0_1.50_6.out,UNSATISFIABLE,30.38
f18c7c7b8666458fd04ea7a253ae1e20-FmlaImplyChain_3_7_7.sanitized.out,UNKNOWN,3586.57
16c5482d8e658b54e20d59cfd4b1d588-two-trees-511v.sanitized.out,UNKNOWN,3584.77
cd361d33986dccd7f2d86016d6c35241-ecarev-110-4099-22-30-7.out,SATISFIABLE,417.54
55199d55fa9c3751a525d6c0a0e649bd-WS_500_16_90_70.apx_2_DC-AD.out,UNSATISFIABLE,415.53
e6cdc2687fa53506021f05b60ad0c6a2-GracefulGraph-K05-P02_c18.out,SATISFIABLE,56.8
ad4e151d80c7012d88dd79bcfceaade5-x9-08075.sat.sanitized.out,UNSATISFIABLE,15.47
a45a0358685867bd4f1c7f7c0b0e379c-x9-10014.sat.sanitized.out,SATISFIABLE,31.78
25cc054738293c0d9377d7b72b78a341-string_compare_safety_cbmc_unwinding_900.out,UNSATISFIABLE,2100.27
5690b9b0380aa9508699e56cae5918b5-170058440.out,SATISFIABLE,914.47
0d3160b80aa406bfc718c007265b9e73-linked_list_swap_contents_safety_unwind65.out,UNSATISFIABLE,123.14
170a7d847694ee4cfa5c421757672882-af-synthesis_stb_50_140_0_unsat.out,UNSATISFIABLE,996.92
d11944fbca2dd6540f18bd05b6ccda0c-mdp-32-14-sat.out,UNKNOWN,3584.47
4d7f6efbae05b66ffbbd509a430d57f8-stb_418_125.apx_1_DC-ST.out,UNSATISFIABLE,455.96
1b3c7ac17705be94daaddb5f5ae4816b-rook-56-0-0.out,UNKNOWN,3581.72
556cf803f9de4b2ec688825b5ff7e325-tseitin_d3_n174.sanitized.out,UNKNOWN,3588.27
2115182958f6cfb5a172a24f989b86dd-rook-42-0-1.out,UNKNOWN,3580.73
5b5dfab02ce5c12a50be3bc7d7cc42c7-pcmax-scheduling-m15-2352-13561-SAT.sanitized.out,UNKNOWN,3584.18
6969c86fbc5814332ab8615031334fa8-asconhashv12_opt64_H11_M2-fCHjS2L0du5_m2_4.c.out,SATISFIABLE,330.12
6c52aca5b5fd284bf1940b84df90a367-1-TC-256-K-71.sanitized.out,UNSATISFIABLE,1078.55
c5ae0ec49de0959cd14431ce851c14f8-Circuit_multiplier22.out,SATISFIABLE,428.95
0cace8a29a1d6b225a8da561d35e8f5a-lru_10.sanitized.out,SATISFIABLE,87.86
3593875d75d6e836a3ac328c5426c1b5-Break_18_32.xml.out,SATISFIABLE,2705.87
3b59c5d9b6729f39c8483446701f4ed0-g2-T93.2.1.out,UNSATISFIABLE,1118.3
00d1fe07ab948b348bb3fb423b1ef40d-lec_mult_KvW_12x11.sanitized.out,UNKNOWN,3583.13
e8abb9c83efdd96a99990f3b914ea873-linked_list_swap_contents_safety_unwind57.out,UNSATISFIABLE,129.7
37a11ae189df2834a3f294736f34608f-mdp-28-16-unsat.out,UNSATISFIABLE,1983.04
b76fa2f50a42120ec54fa98c29113326-lec_mult_DvK_12x12.sanitized.out,UNKNOWN,3584.14
88d151d4e3c6ba9bd78454de141cd108-T105.2.0.out,UNSATISFIABLE,677.6
1e74212168124b696531fed471b480b1-mdp-32-10-unsat.out,UNKNOWN,3586.07
94dd280b1562ee7dae44b303b8fed233-Break_unsat_18_31.xml.out,UNKNOWN,3581.91
fb51311320bb42bdb893249998a77f40-constraints_16_0.3_1.sanitized.out,UNSATISFIABLE,207.66
fb45d41807bcbbbe689de282c1310798-Break_unsat_16_27.xml.out,UNKNOWN,3585.99
9d9c4fa425282759eb9e98b82fb5f56e-x9-12087.sat.sanitized.out,SATISFIABLE,148.58
b8c7c777e76995e5bf7b517f2db234ba-noL-11-16.sanitized.out,SATISFIABLE,23.52
ded23680dfeab2879c05bc0e4de21126-x9-09014.sat.sanitized.out,UNSATISFIABLE,36.21
70bfbd054dc9ffd394fab32845b492d3-circuit_32in32out_with_100gates_7in7out_dist64_seed2.sanitized.out,SATISFIABLE,117.5
31e788a12ddc8b43ec20e77d53abaa23-pcmax-scheduling-m40-26287-324155-SAT.sanitized.out,UNKNOWN,3583.8
05ed64e4e6229f446082752936768489-stb_495_168.apx_2_DC-AD.out,UNSATISFIABLE,189.12
14e4cfcf0d83b2185fad41684d00d4dc-x9-12035.sat.sanitized.out,SATISFIABLE,309.35
a14d9ee17051ec08a4334ba43089502c-64_200.sanitized.out,SATISFIABLE,295.55
bbfed8974655bca520259deb10d2347b-x9-09054.sat.sanitized.out,SATISFIABLE,41.54
093fa3ff9f7bc9979c43f9d2310ac21d-128_125.sanitized.out,SATISFIABLE,416.18
82d9e8d2cfea101dfe52c8359b7bb163-af-synthesis_stb_50_40_2_unsat.out,UNSATISFIABLE,588.17
dd5fc8da5454a990a0e7999884158c64-1-ET-256-K-70.sanitized.out,UNSATISFIABLE,2912.33
9276ce38c625b2d00de247f8588f1542-combined-crypto1-wff-seed-102-wffvars-500-cryptocplx-31-overlap-2.out,SATISFIABLE,81.85
7dc0e1b5fedbd8351907f1316b58e68f-1-ZC-512-K-65.sanitized.out,UNKNOWN,3584.2
c2bfe541b7cff948fa3193e9ca0eddee-frb45-21-2.used-as.sat04-884.out,SATISFIABLE,875.6
bdcdb52d16f87ea20f091ca4b0b6a36f-lec_mult_CvK_11x10.sanitized.out,UNSATISFIABLE,474.36
b44ea915362c3a140269003d45b1d053-x9-11034.sat.sanitized.out,SATISFIABLE,67.17
