File,Satisfiable,Time (s)
aacfb8797097f698d14337d3a04f3065-barman-pfile06-022.sas.ex.7.out,UNSATISFIABLE,2.25
6add7e416c1126607afeb2666af330ac-constraints_16_0.5_1.sanitized.out,UNSATISFIABLE,120.73
31bb67fe67e57dbeb8c4819b01892588-hwmcc17miters-xits-iso-oski15a08b08s.sanitized.out,UNSATISFIABLE,8.26
c21cea390a50204944aa00babd56b53c-linked_list_swap_contents_safety_unwind70.out,UNSATISFIABLE,172.37
e85fb114c33f450dc2622c78bc6fa019-lru_7.sanitized.out,SATISFIABLE,56.69
25447f441df2f134223d3e43319c99ad-lec_mult_CvW_12x11.sanitized.out,UNSATISFIABLE,2727.52
9777418f75e1dfbd7d34e9b0ba4bf0b5-grs-64-128.out,UNKNOWN,3583.37
aa6e6f67719ca43aef922f2ebabc409a-1-ZC-1024-K-117.sanitized.out,UNKNOWN,3582.77
915a25bd189357e4c6d7771b69a6849f-x9-09004.sat.sanitized.out,UNSATISFIABLE,51.57
f32bb347996c351bc3e9a91c58e8601d-DLTM_twitter774_83_17.out,SATISFIABLE,461.79
02f6ca52f1ada872d82035088701b66a-linked_list_swap_contents_safety_unwind69.out,UNSATISFIABLE,180.55
089f909e37b3ef0c4d90687f7e22b68f-simon-r18-0.sanitized.out,SATISFIABLE,0.0
0a27eb7c16c1e69ff4d087d217ac89cb-noL-11-0.sanitized.out,SATISFIABLE,723.99
ae9522ea003ea9f75891b2d37a5e264b-srhd-sgi-m37-q446.25-n35-p30-s33692332.out,SATISFIABLE,0.02
2dd4b14a8a820e7baa073554ae2c6cb0-rphp_p8_r160.sanitized.out,UNKNOWN,3586.48
4214f45042f8c504f9837afaec88bf8f-ER_400_20_7.apx_2_DC-AD.out,UNSATISFIABLE,2642.1
07e6413459f92b613498a719125b6239-j3037_10_mdd_bm1.out,UNSATISFIABLE,46.62
0ac6aaf6db6a0e4ec3a06e865d01086f-pcmax-scheduling-m13-2011-12813-UNSAT.sanitized.out,UNSATISFIABLE,235.79
54c2da6d387a6f5ad6e014ae4d4decfc-x9-10038.sat.sanitized.out,SATISFIABLE,62.01
bd12a2b66110451b050bd5d2943b1854-ITC2021_Early_10.xml.out,UNKNOWN,3581.1
c0293283432a9b15cd743702163f5184-mp1-Nb7T42.out,UNKNOWN,3580.87
c0e6e6eeebd48ca600cfc7d662fa804c-x9-10093.sat.sanitized.out,UNSATISFIABLE,157.9
36dbc206c7d9773bebb03f752070cee9-tseitin_grid_n11_m20.sanitized.out,UNKNOWN,3586.22
768956cc8d1f2d18ae1929f6bb26557a-cliquecolouring_n13_k8_c7.sanitized.out,UNKNOWN,3584.7
29e61b1317804fb897e84237613d42bb-worker_30_60_25_0.9.out,UNKNOWN,3584.83
08be288536c3178e6874a5676493923c-g2-hwmcc15deep-bob12s02-k16.out,UNKNOWN,3584.25
7db30d12cb06f0dc2f30abff80d96d6a-two-trees-1023v.sanitized.out,UNKNOWN,3584.11
f86dad4ba35369eb720a0c9ddc45037a-combined-crypto1-wff-seed-1-wffvars-450-cryptocplx-40-overlap-2.out,SATISFIABLE,5.02
13ae2628d8e113db1786dba41a65fe38-x9-10027.sat.sanitized.out,SATISFIABLE,37.6
4073757aae06fc2b50c043f088b132b4-simon-r19-1.sanitized.out,SATISFIABLE,0.0
f054205a7cef98e5021016f864c69816-summle_X11112_steps6_I1-2-2-4-4-8-25-100.out,SATISFIABLE,10.24
16c27d738cb45b766b8823ca4f428cf0-rbsat-v760c43649gyes7.out,SATISFIABLE,604.0
f48735588e3515135f039e8bc8efaee5-asconhashv12_opt64_H11_M2-MxJOnbQIXNd_m5_6.c.out,SATISFIABLE,374.1
3bf8ba6bb4e4ea9ad08b1b058661ba2e-summle_X4044_steps7_I1-2-2-4-4-8-25-100.out,SATISFIABLE,13.93
2eb039a5aa6bfb6e41d3afd41071ca55-ER_500_30_3.apx_1_DC-ST.out,UNSATISFIABLE,299.89
0ef029cb7616d4a89eb6d1f63e89f67e-or_randxor_k3_n510_m510.sanitized.out,UNSATISFIABLE,12.86
1a1c9d1dc1ae7fcff92e3c3499864b75-af-synthesis_stb_50_200_4_unsat.out,UNSATISFIABLE,485.89
8d2dfc50c1759dc11a6564d5c368c6df-FmlaImplyChain_3_7_8.sanitized.out,UNKNOWN,3585.52
878bcc11e1e243680f7946bcf428f465-linked_list_swap_contents_safety_unwind45.out,UNSATISFIABLE,80.87
e08f11f0a3bd266ee5c78ce332de107f-x9-10096.sat.sanitized.out,UNSATISFIABLE,105.28
0d81711a3d73c828e8c6e12607eda82d-noL-11-20.sanitized.out,SATISFIABLE,17.5
de7a6b03999e2bc5bd750831c2662a4d-noL-11-18.sanitized.out,SATISFIABLE,163.06
e0bf26a7527cd162c7d3016d4b2ab9fb-md5_48_1.out,SATISFIABLE,61.52
09b61bbf19748094a7d896aac314ab36-x9-12063.sat.sanitized.out,SATISFIABLE,282.17
c3e53c353f30d9e2eb54ed93d6ce4f02-x9-09007.sat.sanitized.out,UNSATISFIABLE,33.55
511a2d81661a185c2115daec42270dec-circuit_32in32out_with_500gates_6in6out_dist64_seed1.sanitized.out,SATISFIABLE,745.17
41f4cb4992a481c9d43e2e1a4e2349ac-sgen1-sat-180-100.out,SATISFIABLE,1146.48
4a8285a53f30b35016b0c85ea17ba155-1-TC-256-K-68.sanitized.out,UNSATISFIABLE,1094.51
74f145bb935650f5c982d7eec6967945-pcmax-scheduling-m43-38782-385402-SAT.sanitized.out,UNKNOWN,3584.35
f15ad4206d95a3f8f1358b33301539be-ER_400_20_7.apx_1_DC-AD.out,UNSATISFIABLE,716.47
a552a058e6376a36b1f1b2724f228364-IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k40.debugged.out,UNSATISFIABLE,1443.48
c8e64404361f2426490d39459832c66a-64_25.sanitized.out,SATISFIABLE,33.65
62dcbf79f5ecef5618c9d9a00311326c-pcmax-scheduling-m13-1655-9604-UNSAT.sanitized.out,UNSATISFIABLE,746.83
e38601380bfbab35dd8c5927283533fb-lec_mult_CvK_11x11.sanitized.out,UNSATISFIABLE,1442.4
1e3c3e8d349759b8b482a6f2721762c4-apn-sbox5-cut3-symmbreak.out,UNKNOWN,3582.76
8b18bb75459a4161633ba2a3c8ee183e-x9-11062.sat.sanitized.out,SATISFIABLE,33.53
f7e855b18105170b0718086d3f5b5923-j3045_10_rggt_b.out,SATISFIABLE,640.76
cdce6277b01ae06ddb95468c5f05de71-simon-r17-0.sanitized.out,SATISFIABLE,0.0
1afa2d7a3d817c3149da432eece66da8-worker_550_550_550_0.3.out,SATISFIABLE,27.2
912ce8c21d8fb8abc491cb205ec23e9f-hwmcc20miters-iso-mul2.sanitized.out,UNSATISFIABLE,0.41
69e34d0f49c71a7e145d8104ebe0273f-sokoban-p16.sas.ex.15-sc2016.out,UNSATISFIABLE,2873.29
44c25de7963c45e92a2407ad839f6e8b-Break_20_72.xml.out,UNKNOWN,3581.89
2c3c28f6d939d157e909c57a265fc908-mchess_17.out,UNKNOWN,3586.81
1ea68d0008f01c50a1e4fec77dd0775e-REGRandom-K4-L1-Seed30.sanitized.out,UNSATISFIABLE,8.66
ec84eecb124c63d4757e083dd0e5a9ff-mchess_15.out,UNSATISFIABLE,252.12
dc7817dfa2817916b266c1cfacd2ee66-constraints_25_4_5_12_12_0_0_0.sanitized.out,UNKNOWN,3582.61
da929c2aefde5e59878ad87c4323e581-pcmax-scheduling-m12-8049-55035-SAT.sanitized.out,UNKNOWN,3577.66
45a09efb026036ff4b8d19024a7563a9-fermat-931960058139995587.out,UNKNOWN,3582.94
4106867bc76b8794330a205cf8a303ad-bvsub_19952.smt2.out,UNKNOWN,3581.58
543e67dd5abc272c37775b1b742a1d9a-qwh.60.1728.shuffled-as.sat03-1659.out,SATISFIABLE,50.24
5952b9f18b73dabb531c60e3ac85d26f-ctl_4291_567_9_unsat.out,UNSATISFIABLE,755.28
6f0e236c999de0a5e3c46fd3463b1d0d-rook-56-1-1.out,UNKNOWN,3583.24
ddc0720fa5a91d9cc0dc726644ab9e9f-6s167-opt.out,UNSATISFIABLE,0.32
b68ae7866df5e852c3acb97a46da2faf-circuit_48in64out_with_1000gates_4in4out_dist128_seed4.sanitized.out,SATISFIABLE,213.23
af05a6b68a1cff165b684d9ff0ae3b3b-x9-12098.sat.sanitized.out,SATISFIABLE,30.55
907e7dc703e16ad2c7e56a33fe3b3e5f-manol-pipe-g10bid_i.out,UNSATISFIABLE,954.62
df1bd67978b9b0ec1d326ba174bc273c-x9-12021.sat.sanitized.out,SATISFIABLE,368.87
c76f3c6c2e2eae85fc5f3d499f3db88d-mp1-blockpuzzle_5x10_s7_free4.out,UNSATISFIABLE,12.33
c82eee3badbc8432dad72d1d575a0ea6-preimage_80r_495m_160h_seed_379.out,SATISFIABLE,2951.79
40737c2f46512069d54b0d2bb3b47a20-ER_400_20_4.apx_2_DC-AD.out,UNSATISFIABLE,355.64
f45e5faf1bcccbdd3065dd6367c3bd16-x9-10083.sat.sanitized.out,UNSATISFIABLE,96.44
65c5a5d228ec5e52d1a72f918086f584-32_100.sanitized.out,SATISFIABLE,74.79
c9f511adbb3d6e1b37b410f972f270c6-af-synthesis_stb_50_140_3_unsat.out,UNSATISFIABLE,304.64
adf6dacdd64c93f9de1aa0eadf427faa-circuit_48in64out_with_800gates_4in4out_dist128_seed1.sanitized.out,SATISFIABLE,60.26
634a271f5fe339007a186539d615e92f-noL-11-4.sanitized.out,SATISFIABLE,256.11
0f262afd5b117000f8b4734d175aadab-linked_list_swap_contents_safety_unwind73.out,UNSATISFIABLE,171.48
b7273af3d468ea2595f11a6dbd6ef6ce-x9-10007.sat.sanitized.out,UNSATISFIABLE,141.61
4f2d6659b5c9bf594ea12e3e1a85799f-mdp-32-11-unsat.out,UNKNOWN,3581.42
f54b352934be08821aa75b3424112956-linked_list_swap_contents_safety_unwind54.out,UNSATISFIABLE,131.79
eda4aa84aeeb306468396fa82a6bba5a-pb_300_05_lb_17.out,SATISFIABLE,46.21
7f1c7da531539f3be4a1e0e916913086-pcmax-scheduling-m19-2974-16501-UNSAT.sanitized.out,UNSATISFIABLE,112.11
8d4b50ec0cf99097e9ab0835937afee5-hwmcc17miters-xits-iso-6s281b35.sanitized.out,UNSATISFIABLE,10.72
cc30e4eedbcf9c3bc110894d08781246-j3037_9_mdd_bm1.out,UNKNOWN,3581.94
2fcd8533eba981967292f1b6e41f7433-simon-r20-0.sanitized.out,SATISFIABLE,0.0
0265448c232e3a25aa5bcd29b1b14567-x9-10051.sat.sanitized.out,UNSATISFIABLE,188.72
bb591c6447fb6b4180f6d288eb2ff62a-lec_mult_DvW_11x10.sanitized.out,UNSATISFIABLE,449.89
e06be7a69dbd6d6866a2799cd40c4bfe-hwmcc20miters-iso-mul7.sanitized.out,UNSATISFIABLE,1.92
6fc528fc3d0fd5a2c50992feb8bf0357-pcmax-scheduling-m24-17855-226744-SAT.sanitized.out,UNKNOWN,3583.25
ca14adcb9296a7b31d7815c2ed16d0f1-ITC2021_Early_3.xml.out,SATISFIABLE,0.27
f561c52b987bdb9031a477864070b759-Ptn-7824-b18.out,SATISFIABLE,238.11
94571e8a1081385029d1ecd53ffcdf8e-af-synthesis_stb_50_200_0_unsat.out,UNSATISFIABLE,975.31
34fa0922e66aee3b6f6ffe1760f459d4-f9idw.out,UNSATISFIABLE,684.75
fa50d69adc71fe4daf7f9088cd02864a-circuit_32in64out_with_150gates_6in6out_dist256_seed1.sanitized.out,UNKNOWN,3585.96
07b476c83150d3cb7e08f5d045e255ab-marg5x5.shuffled-as.sat03-1455.out,UNKNOWN,3587.02
83b330c934d6dd35d56e1b1ca3638b3c-j3037_1_mdd_b.out,SATISFIABLE,12.37
5e5fe73a2e0ffc8e19873298566919fb-rbsat-v760c43649gyes3.out,SATISFIABLE,935.24
d3893e43819a907055a84e48a6ee97ba-g2-ak128boothbg2msaig.out,SATISFIABLE,0.95
f376d4c191518ed704326960b6b19a4b-x9-10084.sat.sanitized.out,UNSATISFIABLE,118.52
6f4df706246d29bf38adadd274fadab3-SGI_30_60_19_60_6-dir.shuffled-as.sat03-112.out,UNSATISFIABLE,2334.43
f0426369f61595aee97055965ee7e6a3-hwmcc12miters-xits-iso-6s111.sanitized.out,UNSATISFIABLE,2.76
897acc1858ce0887f286aba5c0d56d71-Nb13T165.out,UNKNOWN,3581.09
c8b129b9e4835b8a40d5ef0d27a45bef-linked_list_swap_contents_safety_unwind78.out,UNSATISFIABLE,241.58
a38affaa741c958fc32769d5fe89b06c-frb65-12-2.used-as.sat04-874.out,SATISFIABLE,14.69
b3c587501567db72e6e66c6930cf15ed-StConn_7_128.sanitized.out,UNKNOWN,3586.04
26254890fa7107f85242ec9190da2a7a-002.out,SATISFIABLE,507.85
f70788e8446c1bc42684316de0a6c164-hwmcc20miters-iso-mul3.sanitized.out,UNSATISFIABLE,1.92
f50eaf02a8041510b64104998cc81d2f-sted5_0x24204-50.out,SATISFIABLE,9.93
39fba35826ce8c87cd8e8de1969b2dd2-SGI_30_80_26_70_4-log.shuffled-as.sat03-208.out,UNKNOWN,3583.96
d5f6b2092795aad67d1df1fd3a329552-ER_400_20_7.apx_2_DC-ST.out,UNSATISFIABLE,2177.79
3988a60c6e93167763c6fd2a347d5859-Break_08_24.xml.out,SATISFIABLE,0.08
cb2e8b7fada420c5046f587ea754d052-clique_n2_k10.sanitized.out,UNSATISFIABLE,7.75
e371cd7cdde3e7ccb9834290fd4a92d0-32_350.sanitized.out,SATISFIABLE,275.76
19e2c3a0865c8c1b4543d11213bebe5f-x9-09024.sat.sanitized.out,UNSATISFIABLE,21.72
5ea72bcdccc86bd1a924029f7b81aec5-atco_enc1_opt1_10_15.out,SATISFIABLE,185.05
4c54efa61599e33d514bf718ff23ad09-lec_mult_CvK_12x11.sanitized.out,UNKNOWN,3585.0
dd7164f2592c9675618c5c99af9b70f3-1-ZC-512-K-64.sanitized.out,UNKNOWN,3583.52
5ab3040d8617bf9f4d4cef4e56dcfd03-g2-hwmcc15deep-6s161-k17.out,UNSATISFIABLE,3522.29
57f4ea7ab160d996e38e69fac59869c4-x9-09047.sat.sanitized.out,UNSATISFIABLE,32.61
0fa9521ff633b27be11525a7b0f7d8b6-jgiraldezlevy.2200.9086.08.40.41.out,SATISFIABLE,91.01
c5a98231dd54cbca06135293bb7e1985-x9-11053.sat.sanitized.out,SATISFIABLE,11.32
dafc03ea784fee849febca7b64230558-pcmax-scheduling-m30-14113-167638-UNSAT.sanitized.out,UNSATISFIABLE,2829.0
8bf63d50ebdb645b75a24370b8f94d31-sokoban-p20.sas.cr.25.out,UNKNOWN,3583.39
812926407774771b3bd9885f7bfa4841-lru_9.sanitized.out,SATISFIABLE,75.86
a5dc6226e4c0bebb06926efe55640995-mdp-36-10-sat.out,UNKNOWN,3585.55
b3167d999edd81291f33636464f2f8e6-Folkman-190-104806020.sanitized.out,SATISFIABLE,399.74
b5028686db9bd1073fa09cbd8c805f47-spg_200_316.out,UNSATISFIABLE,829.07
edceb8782e72e290fa54757dbfdd0173-x9-09057.sat.sanitized.out,UNSATISFIABLE,34.11
67b4844c4bfbaf961cbbd79b953aa5c2-stb_588_138.apx_1_DC-AD.out,UNSATISFIABLE,671.92
773f3bd29e202ff700d8b5b459857a2c-Folkman-175-9054056.sanitized.out,SATISFIABLE,126.69
83dc8f675657b3e6d148ef5cf897fb82-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.out,UNKNOWN,3583.91
5cb1ca8fe8a9d9125ea9accd498445f1-stb_531_83.apx_1_DC-ST.out,UNSATISFIABLE,233.26
05c8e94aaee86390eaf6e68dd3ec3570-noL-11-2.sanitized.out,SATISFIABLE,64.57
c6568fc8805127e876c4c23551bf49fa-x9-10076.sat.sanitized.out,UNSATISFIABLE,110.42
9a06700729bf3426beb8a62040f92960-mdp-36-12-unsat.out,UNKNOWN,3585.21
be18894105e006399cc018abc14b204f-af-synthesis_stb_50_40_9_sat.out,SATISFIABLE,1021.13
5b0f16de2c5419b80b608db37d07d994-lec_mult_KvW_11x10.sanitized.out,UNSATISFIABLE,536.81
