File,Satisfiable_i15,Time (s)_i15,Satisfiable_i16,Time (s)_i16,Satisfiable_output_standard,Time (s)_output_standard,Satisfiable_i14,Time (s)_i14,Satisfiable_i17,Time (s)_i17,Satisfiable_i13,Time (s)_i13,Selection
c8e64404361f2426490d39459832c66a-64_25.sanitized.out,SATISFIABLE,34.26,SATISFIABLE,33.65,SATISFIABLE,34.97,SATISFIABLE,33.8,SATISFIABLE,31.93,SATISFIABLE,28.41,Selected
c9f511adbb3d6e1b37b410f972f270c6-af-synthesis_stb_50_140_3_unsat.out,UNSATISFIABLE,335.61,UNSATISFIABLE,304.64,UNSATISFIABLE,362.55,UNSATISFIABLE,355.52,UNSATISFIABLE,292.15,UNSATISFIABLE,245.4,Selected
ca14adcb9296a7b31d7815c2ed16d0f1-ITC2021_Early_3.xml.out,SATISFIABLE,0.57,SATISFIABLE,0.27,SATISFIABLE,0.92,SATISFIABLE,0.41,SATISFIABLE,0.34,SATISFIABLE,0.67,Not Selected
cb2e8b7fada420c5046f587ea754d052-clique_n2_k10.sanitized.out,UNSATISFIABLE,18.64,UNSATISFIABLE,7.75,UNSATISFIABLE,18.44,UNSATISFIABLE,17.83,UNSATISFIABLE,13.15,UNSATISFIABLE,17.28,Selected
cc30e4eedbcf9c3bc110894d08781246-j3037_9_mdd_bm1.out,UNKNOWN,3580.67,UNKNOWN,3581.94,UNKNOWN,3580.59,UNKNOWN,3578.52,UNKNOWN,3577.35,UNKNOWN,3578.73,Not Selected
cccee4b0d4c70a5d5422663e2d8887da-1-ET-512-K-96.sanitized.out,SATISFIABLE,3116.48,UNKNOWN,3583.45,UNKNOWN,3582.58,UNKNOWN,3580.05,UNKNOWN,3580.25,UNKNOWN,3584.73,Selected
cd33a862b81ba7b887845d3510c41c62-MASG0_72_keystream76_0.out,SATISFIABLE,77.95,SATISFIABLE,3148.07,SATISFIABLE,1743.17,SATISFIABLE,2749.68,UNKNOWN,3577.94,UNKNOWN,3584.08,Selected
cd361d33986dccd7f2d86016d6c35241-ecarev-110-4099-22-30-7.out,SATISFIABLE,582.96,SATISFIABLE,417.54,SATISFIABLE,519.61,SATISFIABLE,610.56,SATISFIABLE,359.62,SATISFIABLE,516.64,Selected
cdce6277b01ae06ddb95468c5f05de71-simon-r17-0.sanitized.out,SATISFIABLE,0.0,SATISFIABLE,0.0,SATISFIABLE,0.0,SATISFIABLE,0.0,SATISFIABLE,0.0,SATISFIABLE,0.0,Not Selected
cdd131110acc861a5a01fae6c4936c91-6g_6color_366_050_04.out,UNKNOWN,3580.75,SATISFIABLE,896.0,UNKNOWN,3578.15,UNKNOWN,3573.51,UNKNOWN,3582.59,UNKNOWN,3582.19,Selected
d02fae1e84cfbe799c792ba237f08f66-exam_flat_0.04_2018_3.out,SATISFIABLE,2921.64,SATISFIABLE,556.16,SATISFIABLE,932.16,SATISFIABLE,3215.3,UNKNOWN,3584.54,SATISFIABLE,731.39,Selected
d11944fbca2dd6540f18bd05b6ccda0c-mdp-32-14-sat.out,UNKNOWN,3583.9,UNKNOWN,3584.47,UNKNOWN,3582.16,UNKNOWN,3581.96,UNKNOWN,3585.79,UNKNOWN,3585.05,Not Selected
d1940d3d830eb16a7d2270ca4af4acba-mdp-28-11-sat.out,SATISFIABLE,224.0,SATISFIABLE,507.71,SATISFIABLE,635.19,SATISFIABLE,614.17,SATISFIABLE,598.88,SATISFIABLE,206.44,Selected
d195412a62cdcbb851136f60af76f463-x9-09098.sat.sanitized.out,UNSATISFIABLE,74.01,UNSATISFIABLE,49.13,UNSATISFIABLE,84.97,UNSATISFIABLE,82.2,UNSATISFIABLE,57.38,UNSATISFIABLE,68.23,Selected
d3893e43819a907055a84e48a6ee97ba-g2-ak128boothbg2msaig.out,SATISFIABLE,0.66,SATISFIABLE,0.95,SATISFIABLE,0.95,SATISFIABLE,0.92,SATISFIABLE,0.89,SATISFIABLE,0.88,Not Selected
d40a68825bdbcdd7642b249325a7b6a2-Folkman-180-5383714.sanitized.out,SATISFIABLE,58.41,SATISFIABLE,68.23,SATISFIABLE,91.07,SATISFIABLE,159.38,SATISFIABLE,77.12,SATISFIABLE,247.51,Selected
d5f6b2092795aad67d1df1fd3a329552-ER_400_20_7.apx_2_DC-ST.out,UNSATISFIABLE,2749.2,UNSATISFIABLE,2177.79,UNSATISFIABLE,2873.68,UNSATISFIABLE,3205.82,UNSATISFIABLE,1817.6,UNSATISFIABLE,2372.69,Selected
d7627176604d5b86f34d2f5d14d8ee99-worker_40_80_40_0.9.out,UNKNOWN,3584.92,UNKNOWN,3585.99,UNKNOWN,3584.09,UNKNOWN,3579.83,UNKNOWN,3586.95,UNKNOWN,3580.5,Not Selected
d7dbb2cba940af33b2bce37ea99b8110-6s130-opt.out,UNSATISFIABLE,71.46,UNSATISFIABLE,484.67,UNSATISFIABLE,104.65,UNSATISFIABLE,95.87,UNSATISFIABLE,82.32,UNSATISFIABLE,61.65,Selected
d7f2e4ec8e631387c928c79e1054c663-stb_418_125.apx_1_DC-AD.out,UNSATISFIABLE,1665.7,UNSATISFIABLE,1172.89,UNSATISFIABLE,1552.33,UNSATISFIABLE,1513.7,UNSATISFIABLE,1112.92,UNSATISFIABLE,1294.86,Selected
da929c2aefde5e59878ad87c4323e581-pcmax-scheduling-m12-8049-55035-SAT.sanitized.out,UNKNOWN,3582.23,UNKNOWN,3577.66,UNKNOWN,3581.91,UNKNOWN,3580.7,UNKNOWN,3583.26,SATISFIABLE,1770.57,Selected
dacb03ea801d459ef08db23a8b1d104f-lec_mult_DvW_12x12.sanitized.out,UNKNOWN,3580.92,UNKNOWN,3582.39,UNKNOWN,3581.0,UNKNOWN,3582.48,UNKNOWN,3584.42,UNKNOWN,3574.9,Not Selected
dafc03ea784fee849febca7b64230558-pcmax-scheduling-m30-14113-167638-UNSAT.sanitized.out,UNSATISFIABLE,826.99,UNSATISFIABLE,2829.0,UNSATISFIABLE,1555.27,UNSATISFIABLE,1740.36,UNSATISFIABLE,1184.95,UNSATISFIABLE,1931.58,Selected
db15a85651e0d941a11bf8640625edd8-mdp-32-11-sat.out,UNKNOWN,3584.24,UNKNOWN,3585.48,UNKNOWN,3581.35,UNKNOWN,3582.54,UNKNOWN,3581.26,UNKNOWN,3582.81,Not Selected
dc7817dfa2817916b266c1cfacd2ee66-constraints_25_4_5_12_12_0_0_0.sanitized.out,UNSATISFIABLE,627.62,UNKNOWN,3582.61,UNSATISFIABLE,308.67,UNSATISFIABLE,410.12,UNSATISFIABLE,317.41,UNSATISFIABLE,356.34,Selected
dcf5b8224d1e0748871c83ee10067255-2dlx_ca_bp_f_liveness.out,UNKNOWN,3583.0,UNKNOWN,3582.22,UNKNOWN,3581.45,UNKNOWN,3579.59,UNKNOWN,3584.42,UNKNOWN,3577.53,Not Selected
dd57f6ebf07a7f932a82bed1877788e6-lec_mult_KvW_10x10.sanitized.out,UNSATISFIABLE,336.71,UNSATISFIABLE,219.91,UNSATISFIABLE,297.39,UNSATISFIABLE,291.18,UNSATISFIABLE,288.28,UNSATISFIABLE,308.93,Selected
dd5fc8da5454a990a0e7999884158c64-1-ET-256-K-70.sanitized.out,UNSATISFIABLE,127.12,UNSATISFIABLE,2912.33,UNSATISFIABLE,121.06,UNSATISFIABLE,157.65,UNSATISFIABLE,92.96,UNSATISFIABLE,130.49,Selected
dd7164f2592c9675618c5c99af9b70f3-1-ZC-512-K-64.sanitized.out,UNKNOWN,3584.88,UNKNOWN,3583.52,UNKNOWN,3583.93,UNKNOWN,3581.19,UNKNOWN,3585.54,UNKNOWN,3583.37,Not Selected
ddc0720fa5a91d9cc0dc726644ab9e9f-6s167-opt.out,UNSATISFIABLE,0.31,UNSATISFIABLE,0.32,UNSATISFIABLE,0.28,UNSATISFIABLE,0.34,UNSATISFIABLE,0.33,UNSATISFIABLE,0.26,Not Selected
de7a6b03999e2bc5bd750831c2662a4d-noL-11-18.sanitized.out,SATISFIABLE,49.28,SATISFIABLE,163.06,SATISFIABLE,229.28,SATISFIABLE,132.05,SATISFIABLE,573.72,SATISFIABLE,59.64,Selected
ded23680dfeab2879c05bc0e4de21126-x9-09014.sat.sanitized.out,UNSATISFIABLE,54.81,UNSATISFIABLE,36.21,UNSATISFIABLE,50.67,UNSATISFIABLE,49.78,UNSATISFIABLE,40.5,UNSATISFIABLE,50.47,Selected
df1bd67978b9b0ec1d326ba174bc273c-x9-12021.sat.sanitized.out,SATISFIABLE,2699.55,SATISFIABLE,368.87,SATISFIABLE,522.8,SATISFIABLE,515.47,SATISFIABLE,2093.84,SATISFIABLE,2329.15,Selected
e067414e153ee98a7842bd6d6dafeee5-af-synthesis_stb_50_200_0_sat.out,SATISFIABLE,919.67,SATISFIABLE,268.16,SATISFIABLE,477.99,SATISFIABLE,500.95,SATISFIABLE,707.99,SATISFIABLE,27.39,Selected
e06be7a69dbd6d6866a2799cd40c4bfe-hwmcc20miters-iso-mul7.sanitized.out,UNSATISFIABLE,1.94,UNSATISFIABLE,1.92,UNSATISFIABLE,2.0,UNSATISFIABLE,1.96,UNSATISFIABLE,1.81,UNSATISFIABLE,1.79,Not Selected
e08f11f0a3bd266ee5c78ce332de107f-x9-10096.sat.sanitized.out,UNSATISFIABLE,156.27,UNSATISFIABLE,105.28,UNSATISFIABLE,170.95,UNSATISFIABLE,168.85,UNSATISFIABLE,139.44,UNSATISFIABLE,141.58,Selected
e0bf26a7527cd162c7d3016d4b2ab9fb-md5_48_1.out,SATISFIABLE,12.06,SATISFIABLE,61.52,SATISFIABLE,49.92,SATISFIABLE,16.49,SATISFIABLE,66.85,SATISFIABLE,228.83,Selected
e2deb375e56da2360ecd08fc1179fb7d-circuit_48in24out_with_100gates_7in7out_dist128_seed1.sanitized.out,SATISFIABLE,137.76,SATISFIABLE,154.54,SATISFIABLE,135.17,SATISFIABLE,128.11,SATISFIABLE,134.93,SATISFIABLE,104.31,Selected
e371cd7cdde3e7ccb9834290fd4a92d0-32_350.sanitized.out,SATISFIABLE,283.53,SATISFIABLE,275.76,SATISFIABLE,285.17,SATISFIABLE,282.58,SATISFIABLE,266.83,SATISFIABLE,231.29,Selected
e38601380bfbab35dd8c5927283533fb-lec_mult_CvK_11x11.sanitized.out,UNSATISFIABLE,2125.29,UNSATISFIABLE,1442.4,UNSATISFIABLE,2379.1,UNSATISFIABLE,2360.38,UNSATISFIABLE,1919.56,UNSATISFIABLE,1914.62,Selected
e481a97a93fd6b4303f39024d19c2867-j3037_1_gmto_b.out,SATISFIABLE,131.3,SATISFIABLE,10.9,SATISFIABLE,16.77,SATISFIABLE,49.33,SATISFIABLE,548.45,SATISFIABLE,26.92,Selected
e6cdc2687fa53506021f05b60ad0c6a2-GracefulGraph-K05-P02_c18.out,SATISFIABLE,11.88,SATISFIABLE,56.8,SATISFIABLE,36.63,SATISFIABLE,37.33,SATISFIABLE,17.03,SATISFIABLE,24.82,Selected
e7248b57a310ad461924eb17956cdf3a-Folkman-190-358004741.sanitized.out,SATISFIABLE,402.26,SATISFIABLE,830.13,SATISFIABLE,1349.21,SATISFIABLE,1381.47,SATISFIABLE,1463.28,SATISFIABLE,267.26,Selected
e84b00b1f134e0e071a2baf54cfc90e8-ER_400_20_4.apx_2_DC-ST.out,UNSATISFIABLE,400.86,UNSATISFIABLE,245.4,UNSATISFIABLE,402.07,UNSATISFIABLE,404.18,UNSATISFIABLE,279.93,UNSATISFIABLE,364.52,Selected
e85e793a66a2c9d390f40acf29a5346b-1-ET-512-K-110.sanitized.out,UNKNOWN,3585.01,UNKNOWN,3585.3,UNKNOWN,3584.02,UNKNOWN,3581.5,UNKNOWN,3586.19,UNKNOWN,3582.73,Not Selected
e85fb114c33f450dc2622c78bc6fa019-lru_7.sanitized.out,SATISFIABLE,57.78,SATISFIABLE,56.69,SATISFIABLE,57.72,SATISFIABLE,56.98,SATISFIABLE,53.86,SATISFIABLE,52.16,Selected
e8abb9c83efdd96a99990f3b914ea873-linked_list_swap_contents_safety_unwind57.out,UNSATISFIABLE,205.53,UNSATISFIABLE,129.7,UNSATISFIABLE,116.22,UNSATISFIABLE,101.35,UNSATISFIABLE,131.5,UNSATISFIABLE,81.68,Selected
e99e266b422513a2898c13898a1de501-rbsat-v760c43649gyes9.out,SATISFIABLE,73.73,SATISFIABLE,30.01,SATISFIABLE,180.82,SATISFIABLE,50.85,SATISFIABLE,187.89,SATISFIABLE,65.15,Selected
ea827f81bd0e9735739adc0d9da1b446-ER_500_30_3.apx_2_DC-AD.out,UNSATISFIABLE,849.41,UNSATISFIABLE,993.33,UNSATISFIABLE,1188.89,UNSATISFIABLE,1216.73,UNSATISFIABLE,938.88,UNSATISFIABLE,1036.64,Selected
ec84eecb124c63d4757e083dd0e5a9ff-mchess_15.out,UNSATISFIABLE,72.65,UNSATISFIABLE,252.12,UNSATISFIABLE,525.62,UNSATISFIABLE,514.6,UNSATISFIABLE,138.75,UNSATISFIABLE,231.77,Selected
ecca77b5350eca6a4323edd5b38208c6-004.out,SATISFIABLE,250.69,SATISFIABLE,47.99,SATISFIABLE,115.71,SATISFIABLE,144.86,SATISFIABLE,347.64,SATISFIABLE,64.12,Selected
eda4aa84aeeb306468396fa82a6bba5a-pb_300_05_lb_17.out,SATISFIABLE,69.79,SATISFIABLE,46.21,SATISFIABLE,69.3,SATISFIABLE,79.0,SATISFIABLE,59.57,SATISFIABLE,84.21,Selected
edceb8782e72e290fa54757dbfdd0173-x9-09057.sat.sanitized.out,UNSATISFIABLE,44.98,UNSATISFIABLE,34.11,UNSATISFIABLE,45.92,UNSATISFIABLE,45.11,UNSATISFIABLE,36.36,UNSATISFIABLE,38.06,Selected
eddd68e14d69cce7190b99f4e7abdafb-x9-10098.sat.sanitized.out,SATISFIABLE,79.96,SATISFIABLE,16.36,SATISFIABLE,35.14,SATISFIABLE,34.69,SATISFIABLE,3.92,SATISFIABLE,73.47,Selected
ee57608ea4b74f25aebca809d59711c9-oisc-subrv-sll-nested-13.out,UNSATISFIABLE,3038.98,UNKNOWN,3582.79,UNSATISFIABLE,2548.36,UNKNOWN,3577.39,UNSATISFIABLE,1254.8,UNSATISFIABLE,1936.51,Selected
eed5189b73738270ae3fdb8b33bf31c8-Folkman-180-11710376.sanitized.out,SATISFIABLE,283.16,SATISFIABLE,227.15,SATISFIABLE,91.0,SATISFIABLE,167.94,SATISFIABLE,183.94,SATISFIABLE,248.35,Selected
ef16970ab9da31165d3c401ff9b29168-Folkman-185-152478531.sanitized.out,SATISFIABLE,164.74,SATISFIABLE,221.57,SATISFIABLE,437.42,SATISFIABLE,1173.83,SATISFIABLE,714.25,SATISFIABLE,204.6,Selected
ef330d1b144055436a2d576601191ea5-crn_11_99_u.out,UNSATISFIABLE,1.83,UNSATISFIABLE,124.99,UNSATISFIABLE,2.44,UNSATISFIABLE,1.71,UNSATISFIABLE,1.83,UNSATISFIABLE,1.28,Selected
f0426369f61595aee97055965ee7e6a3-hwmcc12miters-xits-iso-6s111.sanitized.out,UNSATISFIABLE,2.73,UNSATISFIABLE,2.76,UNSATISFIABLE,2.71,UNSATISFIABLE,2.72,UNSATISFIABLE,2.77,UNSATISFIABLE,2.26,Not Selected
f054205a7cef98e5021016f864c69816-summle_X11112_steps6_I1-2-2-4-4-8-25-100.out,SATISFIABLE,44.92,SATISFIABLE,10.24,SATISFIABLE,20.49,SATISFIABLE,73.48,SATISFIABLE,31.84,SATISFIABLE,16.97,Selected
f15ad4206d95a3f8f1358b33301539be-ER_400_20_7.apx_1_DC-AD.out,UNSATISFIABLE,1047.48,UNSATISFIABLE,716.47,UNSATISFIABLE,865.73,UNSATISFIABLE,851.34,UNSATISFIABLE,699.13,UNSATISFIABLE,965.25,Selected
f16b7329ef5728f722c291156b3b098e-af-synthesis_stb_50_100_9_unsat.out,UNSATISFIABLE,939.54,UNSATISFIABLE,1010.73,UNSATISFIABLE,911.33,UNSATISFIABLE,974.32,UNSATISFIABLE,870.61,UNSATISFIABLE,685.47,Selected
f18c7c7b8666458fd04ea7a253ae1e20-FmlaImplyChain_3_7_7.sanitized.out,UNSATISFIABLE,682.35,UNKNOWN,3586.57,UNSATISFIABLE,1022.56,UNSATISFIABLE,1226.15,UNSATISFIABLE,2001.44,UNSATISFIABLE,1066.08,Selected
f296fe701a562022c0de0cf565fbca7d-x9-08014.sat.sanitized.out,UNSATISFIABLE,22.85,UNSATISFIABLE,16.11,UNSATISFIABLE,22.65,UNSATISFIABLE,22.07,UNSATISFIABLE,18.72,UNSATISFIABLE,19.57,Selected
f32bb347996c351bc3e9a91c58e8601d-DLTM_twitter774_83_17.out,SATISFIABLE,175.85,SATISFIABLE,461.79,SATISFIABLE,1427.67,SATISFIABLE,175.29,SATISFIABLE,2725.36,SATISFIABLE,127.99,Selected
f376d4c191518ed704326960b6b19a4b-x9-10084.sat.sanitized.out,UNSATISFIABLE,169.8,UNSATISFIABLE,118.52,UNSATISFIABLE,145.17,UNSATISFIABLE,142.69,UNSATISFIABLE,131.25,UNSATISFIABLE,155.28,Selected
f45e5faf1bcccbdd3065dd6367c3bd16-x9-10083.sat.sanitized.out,UNSATISFIABLE,193.79,UNSATISFIABLE,96.44,UNSATISFIABLE,167.34,UNSATISFIABLE,164.28,UNSATISFIABLE,154.14,UNSATISFIABLE,158.85,Selected
f48735588e3515135f039e8bc8efaee5-asconhashv12_opt64_H11_M2-MxJOnbQIXNd_m5_6.c.out,SATISFIABLE,244.02,SATISFIABLE,374.1,SATISFIABLE,149.31,SATISFIABLE,442.68,SATISFIABLE,197.23,SATISFIABLE,422.72,Selected
f50eaf02a8041510b64104998cc81d2f-sted5_0x24204-50.out,SATISFIABLE,32.13,SATISFIABLE,9.93,SATISFIABLE,5.7,SATISFIABLE,56.11,SATISFIABLE,169.91,SATISFIABLE,48.93,Selected
f54b352934be08821aa75b3424112956-linked_list_swap_contents_safety_unwind54.out,UNSATISFIABLE,205.45,UNSATISFIABLE,131.79,UNSATISFIABLE,104.26,UNSATISFIABLE,97.11,UNSATISFIABLE,108.96,UNSATISFIABLE,77.96,Selected
f561c52b987bdb9031a477864070b759-Ptn-7824-b18.out,SATISFIABLE,76.56,SATISFIABLE,238.11,SATISFIABLE,148.68,SATISFIABLE,147.81,SATISFIABLE,116.79,SATISFIABLE,14.84,Selected
f70788e8446c1bc42684316de0a6c164-hwmcc20miters-iso-mul3.sanitized.out,UNSATISFIABLE,1.46,UNSATISFIABLE,1.92,UNSATISFIABLE,1.92,UNSATISFIABLE,1.91,UNSATISFIABLE,1.83,UNSATISFIABLE,1.78,Not Selected
f746dae2050dd4aa48bcd53e8bd897b4-ex065_25.out,SATISFIABLE,2252.86,UNKNOWN,3585.06,SATISFIABLE,1212.56,SATISFIABLE,888.75,SATISFIABLE,1072.22,SATISFIABLE,1367.3,Selected
f7e855b18105170b0718086d3f5b5923-j3045_10_rggt_b.out,SATISFIABLE,191.05,SATISFIABLE,640.76,SATISFIABLE,231.15,SATISFIABLE,643.85,SATISFIABLE,110.4,SATISFIABLE,237.14,Selected
f8443057c188f6c9cfb711ff3d4aa6ff-constraints_17_0.5_2.sanitized.out,UNSATISFIABLE,141.47,UNSATISFIABLE,127.38,UNSATISFIABLE,145.83,UNSATISFIABLE,133.49,UNSATISFIABLE,106.16,UNSATISFIABLE,98.86,Selected
f86dad4ba35369eb720a0c9ddc45037a-combined-crypto1-wff-seed-1-wffvars-450-cryptocplx-40-overlap-2.out,SATISFIABLE,16.46,SATISFIABLE,5.02,SATISFIABLE,7.84,SATISFIABLE,7.57,SATISFIABLE,65.21,SATISFIABLE,17.94,Selected
fa50d69adc71fe4daf7f9088cd02864a-circuit_32in64out_with_150gates_6in6out_dist256_seed1.sanitized.out,SATISFIABLE,1666.67,UNKNOWN,3585.96,UNKNOWN,3585.31,UNKNOWN,3583.84,UNKNOWN,3585.42,UNKNOWN,3583.85,Selected
fa5c6d6736a42650656c5bc018413254-bphp_p23_h22.sanitized.out,UNKNOWN,3587.14,UNKNOWN,3588.05,UNKNOWN,3587.77,UNKNOWN,3583.72,UNKNOWN,3588.53,UNKNOWN,3586.54,Not Selected
fae08ac5b6d7eeb4f56f1cfac6c51703-j3045_4_mdd_bm1.out,UNSATISFIABLE,518.14,UNSATISFIABLE,1242.62,UNSATISFIABLE,627.79,UNSATISFIABLE,553.2,UNSATISFIABLE,400.2,UNSATISFIABLE,486.2,Selected
fb0e505b8bd19a34f1f80b8e020e7856-constraints_17_0.4_2.sanitized.out,UNSATISFIABLE,102.32,UNSATISFIABLE,110.95,UNSATISFIABLE,82.45,UNSATISFIABLE,88.91,UNSATISFIABLE,77.92,UNSATISFIABLE,87.07,Selected
fb45d41807bcbbbe689de282c1310798-Break_unsat_16_27.xml.out,UNKNOWN,3585.45,UNKNOWN,3585.99,UNKNOWN,3585.45,UNKNOWN,3584.53,UNKNOWN,3585.73,UNKNOWN,3585.2,Not Selected
fb51311320bb42bdb893249998a77f40-constraints_16_0.3_1.sanitized.out,UNSATISFIABLE,201.89,UNSATISFIABLE,207.66,UNSATISFIABLE,168.95,UNSATISFIABLE,165.69,UNSATISFIABLE,159.67,UNSATISFIABLE,156.0,Selected
ff9e9b01d50d01ecb6740472d7dd36cd-1-ZC-512-K-61.sanitized.out,SATISFIABLE,699.7,SATISFIABLE,997.53,SATISFIABLE,1106.12,SATISFIABLE,643.74,SATISFIABLE,742.15,SATISFIABLE,840.83,Selected
sat_solver_3391438.log,,,,,,,,,,,,,Not Selected
solver_results.csv,,,,,,,,,,,,,Not Selected
